"fips","State_FIPS_Code","county","state","datetime","log_rolled_cases.x","shifted_time","log_rolled_cases.y","LAT","LON","AREA_SQMI","E_TOTPOP","E_HU","E_HH","E_POV","E_UNEMP","E_PCI","E_NOHSDP","E_AGE65","E_AGE17","E_DISABL","E_SNGPNT","E_MINRTY","E_LIMENG","E_MUNIT","E_MOBILE","E_CROWD","E_NOVEH","E_GROUPQ","EP_POV","MP_POV","EP_UNEMP","MP_UNEMP","EP_PCI","MP_PCI","EP_NOHSDP","MP_NOHSDP","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_MINRTY","MP_MINRTY","EP_LIMENG","MP_LIMENG","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV","EPL_UNEMP","EPL_PCI","EPL_NOHSDP","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","SPL_THEME2","RPL_THEME2","EPL_MINRTY","EPL_LIMENG","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV","F_UNEMP","F_PCI","F_NOHSDP","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_THEME2","F_MINRTY","F_LIMENG","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_UNINSUR","EP_UNINSUR","MP_UNINSUR","E_DAYPOP","State_of_emergency","Date_closed_K.12_schools","Closed_day_cares","Date_banned_visitors_to_nursing_homes","Closed_non.essential_businesses","Closed_restaurants_except_take_out","Closed_gyms","Closed_movie_theaters","Closed_Bars","Stay_at_home._shelter_in_place","Religious_Gatherings_Exempt_Without_Clear_Social_Distance_Mandate.","End.relax_stay_at_home.shelter_in_place","Began_to_reopen_businesses_statewide","Reopen_restaurants","Initially_reopen_restaurants_for_outdoor_dining_only","Reopened_gyms","Reopened_movie_theaters","Reopened_hair_salons.barber_shops","Reopen_non.essential_construction","Reopen_Religious_gatherings","Reopen_non.essential_retail","Reopen_bars","Reopen_Childcare","Resumed_elective_medical_procedures","Begin_to_Re.Close_Bars","Re.Close_Bars_.statewide.","Re.Close_Movie_Theaters_.statewide.","Re.Close_Gyms_.statewide.","Re.Close_Indoor_Dining_.Statewide.","Mandate_face_mask_use_by_all_individuals_in_public_spaces","Face_mask_mandate_enforced_by_fines","Face_mask_mandate_enforced_by_criminal_charge.citation","No_legal_enforcement_of_face_mask_mandate","Mandate_face_mask_use_by_employees_in_public.facing_businesses","Mandate_quarantine_for_those_entering_the_state_from_specific_states","Mandate_quarantine_for_all_individuals_entering_the_state_from_another_state","Date_all_mandated_quarantines_ended","Alcohol.Liquor_Stores_Open","Allow_restaurants_to_sell_takeout_alcohol","Allow_restaurants_to_deliver_alcohol","Keep_Firearms_Sellers_Open","Stop_Initiation_of_Evictions_overall_or_due_to_COVID_related_issues","Stop_enforcement_of_evictions_overall_or_due_to_COVID_related_issues","Renter_grace_period_or_use_of_security_deposit_to_pay_rent","Order_freezing_utility_shut_offs","Froze_mortgage_payments","Lift_Eviction_Moratorium","Prior_to_pandemic._no_state_unemployment_waiting_period._or_date_waiting_period_waived_not_found","Waived_one_week_waiting_period_for_unemployment_insurance","Waive_work_search_requirement_for_unemployment_insurance","Expand_eligibility_of_unemployment_insurance_to_anyonewho_is_quarantined_and.or_taking_care_of_someone_who_is_quarantined","Expand_eligibility_to_high.risk_individuals_in_preventative_quarantine","Expand_eligibility_of_unemployment_insurance_to_those_who_have_lost_childcare.school_closures","Extend_the_amount_of_time_an_individual_can_be_on_unemployment_insurance","Weekly_unemployment_insurance_maximum_amount_.dollars.","Weekly_unemployment_insurance_maximum_amount_with_extra_stimulus_.through_July_21._2020._.dollars.","Unemployment_insurance_maximum_duration_.weeks.","Unemployment_insurance_maximum_duration_with_Pandemic_Emergency_Unemployment_Compensation_CARES_extension_.weeks.","SNAP_Waiver.Emergency_Allotments_to_Current_SNAP_Households","SNAP_Waiver.Pandemic_EBT","SNAP_Waiver.Temporary_Suspension_of_Claims_Collection","X2020_Q1_SNAP_ABAWD_Time_Limit_Waiver","Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.","Reopened_ACA_enrollment_using_a_special_enrollment_period","State_previously_allowed_audio.only_telehealth","Allow_audio.only_telehealth","Allow.expand_Medicaid_telehealth_coverage","State_had_CHIP_premium_non.payment_lock.out_period_as_of_January_2019","Supend_CHIP_premium_non.payment_lock.outs","Suspended_elective_medical.dental_procedures","Made_Effort_to_Limit_Abortion_Access","Stopped_personal_visitation_in_state_prisons","Stopped_in.person_attorney_visits_in_state_prisons","Does_not_charge_copays_for_incarcerated_individuals","Waived_COVID.respiratory_illness.related_copays_during_pandemic_for_incarcerated_individuals","Waived_all_copays_during_pandemic_for_incarcerated_individuals","Did_not_waive_copays_for_incarcerated_individuals","Use_of_telemedicine.telephone_evaluations_to_initiate_buprenorphine_prescribing","Patients_can_receive_14.28_take.home_doses_of_opioid_medication","Home_delivery_of_take.home_medication_by_opioid_treatment_programs","Use_of_telemedicine_for_schedule_II.V_prescriptions","Exceptions_to_emergency_oral_prescriptions","Waive_requirement_to_obtain_separate_DEA_registration_to_dispense_outside_home_state","Paid_sick_leave","Medicaid_Expansion","Population_density_per_square_miles","Population_2018","Square_Miles","Number_Homeless_.2019.","Percent_Unemployed_.2018.","Percent_living_under_the_federal_poverty_line_.2018.","Percent_at_risk_for_serious_illness_due_to_COVID","All.cause_deaths_2018","cutoff","t0.lm","r.lm","shifted_log_rolled_cases"
1017,1,"Chambers","Alabama","2020-04-04",3.99162605602711,4,3.09104245335832,32.915504,-85.394032,596.560643,33826,16981,13516,5531,773,22827,4383,6409,7006,5570,1307,14954,36,679,2378,404,989,512,16.6,2.1,5,1.1,22827,1482,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0,0.1,0.3,4,1,14,1.5,3,1.1,7.3,1.2,1.5,0.4,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,10.8,1.4,27176,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,54.6253987831597,0.203162251700439,0.900583602668796
1017,1,"Chambers","Alabama","2020-04-02",3.54715129428523,2,3.09104245335832,32.915504,-85.394032,596.560643,33826,16981,13516,5531,773,22827,4383,6409,7006,5570,1307,14954,36,679,2378,404,989,512,16.6,2.1,5,1.1,22827,1482,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0,0.1,0.3,4,1,14,1.5,3,1.1,7.3,1.2,1.5,0.4,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,10.8,1.4,27176,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,54.6253987831597,0.203162251700439,0.456108840926919
1017,1,"Chambers","Alabama","2020-04-01",3.29583686600433,1,3.09104245335832,32.915504,-85.394032,596.560643,33826,16981,13516,5531,773,22827,4383,6409,7006,5570,1307,14954,36,679,2378,404,989,512,16.6,2.1,5,1.1,22827,1482,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0,0.1,0.3,4,1,14,1.5,3,1.1,7.3,1.2,1.5,0.4,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,10.8,1.4,27176,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,54.6253987831597,0.203162251700439,0.204794412646013
1017,1,"Chambers","Alabama","2020-04-03",3.78743112784243,3,3.09104245335832,32.915504,-85.394032,596.560643,33826,16981,13516,5531,773,22827,4383,6409,7006,5570,1307,14954,36,679,2378,404,989,512,16.6,2.1,5,1.1,22827,1482,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0,0.1,0.3,4,1,14,1.5,3,1.1,7.3,1.2,1.5,0.4,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,10.8,1.4,27176,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,54.6253987831597,0.203162251700439,0.696388674484115
1017,1,"Chambers","Alabama","2020-04-06",4.27268997063642,6,3.09104245335832,32.915504,-85.394032,596.560643,33826,16981,13516,5531,773,22827,4383,6409,7006,5570,1307,14954,36,679,2378,404,989,512,16.6,2.1,5,1.1,22827,1482,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0,0.1,0.3,4,1,14,1.5,3,1.1,7.3,1.2,1.5,0.4,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,10.8,1.4,27176,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,54.6253987831597,0.203162251700439,1.1816475172781
1017,1,"Chambers","Alabama","2020-04-05",4.14539973302238,5,3.09104245335832,32.915504,-85.394032,596.560643,33826,16981,13516,5531,773,22827,4383,6409,7006,5570,1307,14954,36,679,2378,404,989,512,16.6,2.1,5,1.1,22827,1482,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0,0.1,0.3,4,1,14,1.5,3,1.1,7.3,1.2,1.5,0.4,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,10.8,1.4,27176,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,54.6253987831597,0.203162251700439,1.05435727966407
1017,1,"Chambers","Alabama","2020-03-31",3.09104245335832,0,3.09104245335832,32.915504,-85.394032,596.560643,33826,16981,13516,5531,773,22827,4383,6409,7006,5570,1307,14954,36,679,2378,404,989,512,16.6,2.1,5,1.1,22827,1482,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0,0.1,0.3,4,1,14,1.5,3,1.1,7.3,1.2,1.5,0.4,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,10.8,1.4,27176,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,54.6253987831597,0.203162251700439,0
1073,1,"Jefferson","Alabama","2020-04-06",5.88610403145016,6,5.35388721770285,33.553444,-86.896536,1111.3811726,659892,307372,260924,109707,23663,30657,46025,99146,151658,101363,27115,329030,7591,42510,9044,3921,19981,16008,17,0.6,7.3,0.4,30657,420,10.3,0.3,15,0.1,23,0,15.5,0.4,10.4,0.4,49.9,0,1.2,0.1,13.8,0.4,2.9,0.2,1.5,0.2,7.7,0.3,2.4,0.1,0.6494,0.7726,0.2268,0.3709,2.0197,0.5185,0.2114,0.5915,0.5005,0.8077,2.1111,0.5833,0.8787,0.631,1.5097,0.8099,0.9351,0.1152,0.3359,0.7584,0.5769,2.7215,0.6211,8.362,0.6621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,62164,9.5,0.4,673990,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,8.94207492974996,0.0880194842627606,0.53221681374731
1073,1,"Jefferson","Alabama","2020-03-31",5.35388721770285,0,5.35388721770285,33.553444,-86.896536,1111.3811726,659892,307372,260924,109707,23663,30657,46025,99146,151658,101363,27115,329030,7591,42510,9044,3921,19981,16008,17,0.6,7.3,0.4,30657,420,10.3,0.3,15,0.1,23,0,15.5,0.4,10.4,0.4,49.9,0,1.2,0.1,13.8,0.4,2.9,0.2,1.5,0.2,7.7,0.3,2.4,0.1,0.6494,0.7726,0.2268,0.3709,2.0197,0.5185,0.2114,0.5915,0.5005,0.8077,2.1111,0.5833,0.8787,0.631,1.5097,0.8099,0.9351,0.1152,0.3359,0.7584,0.5769,2.7215,0.6211,8.362,0.6621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,62164,9.5,0.4,673990,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,8.94207492974996,0.0880194842627606,0
1073,1,"Jefferson","Alabama","2020-04-03",5.65748919068535,3,5.35388721770285,33.553444,-86.896536,1111.3811726,659892,307372,260924,109707,23663,30657,46025,99146,151658,101363,27115,329030,7591,42510,9044,3921,19981,16008,17,0.6,7.3,0.4,30657,420,10.3,0.3,15,0.1,23,0,15.5,0.4,10.4,0.4,49.9,0,1.2,0.1,13.8,0.4,2.9,0.2,1.5,0.2,7.7,0.3,2.4,0.1,0.6494,0.7726,0.2268,0.3709,2.0197,0.5185,0.2114,0.5915,0.5005,0.8077,2.1111,0.5833,0.8787,0.631,1.5097,0.8099,0.9351,0.1152,0.3359,0.7584,0.5769,2.7215,0.6211,8.362,0.6621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,62164,9.5,0.4,673990,25,19,18,19,10,19,10,10,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,1,0,4,0,0,0,0,0,22,1,1,0,0,0,275,875,26,39,14,0,0,0,15,0,0,16,22,0,0,19,1,24,0,0,0,1,0,0,0,0,18,0,0,0,0,93.24,4887871,52420,3261,5.6,16.8,43.1,54352,76,8.94207492974996,0.0880194842627606,0.303601972982509
